"annotation_id","annotator","created_at","environment","id","lead_time","other","price","quality","sentence","service","updated_at" 
2164,"1","2025-06-23T16:47:17.617598Z","",298,2.168,"","","Negative","cake was stale","","2025-06-23T16:47:17.617598Z"
2165,"1","2025-06-23T16:47:19.630473Z","",299,1.712,"","","Negative","worst food ever i had","","2025-06-23T16:47:19.630473Z"
2166,"1","2025-06-23T16:47:21.817148Z","",300,1.84,"","","","i usually dont write reviews ","","2025-06-23T16:47:21.817148Z"
2167,"1","2025-06-23T16:47:25.780928Z","",300,3.671,"","","","this is perhaps my first one and you should probably guess the level of my frustration with this place ","","2025-06-23T16:47:25.780928Z"
2168,"1","2025-06-23T16:47:38.099831Z","",300,12.026,"","","","just one word   small and deplorable ","","2025-06-23T16:47:38.099831Z"
2169,"1","2025-06-23T16:47:41.939270Z","",300,3.484,"","","Negative","cold food and poor service sums it all ","Negative","2025-06-23T16:47:41.939270Z"
2170,"1","2025-06-23T16:47:54.514914Z","",300,12.266,"","","","quite surprising that this is part of an elite chain   actually shocking ","","2025-06-23T16:47:54.514914Z"
2171,"1","2025-06-23T16:51:08.752922Z","",300,193.908,"","","","have spare money   go to a better place    not this one ","","2025-06-23T16:51:08.752922Z"
2172,"1","2025-06-23T16:51:16.468698Z","",301,7.433,"","","Negative","food was worst and it came with a strong smell of oil ","","2025-06-23T16:51:16.468698Z"
2173,"1","2025-06-23T16:51:33.618294Z","",301,16.834,"","","Negative","chilly garlic noodle did not have any garlic  not even the flavour ","","2025-06-23T16:51:33.618294Z"
2174,"1","2025-06-23T16:51:37.501231Z","",301,3.558,"","","Negative","all the items were really not eatable ","","2025-06-23T16:51:37.501231Z"
2175,"1","2025-06-23T16:51:59.383367Z","",302,21.595,"","","Negative","they charged money for ketchup but they didn t provide any ketchup without ketchup how people can eat gobi manchuria and onion lemon are also not provided so no taste","Negative","2025-06-23T16:51:59.383367Z"
2176,"1","2025-06-23T16:52:05.866212Z","",303,6.139,"","","","late delivery cold food","Negative","2025-06-23T16:52:05.866212Z"
2177,"1","2025-06-23T16:52:07.818162Z","",304,1.648,"","","","very poor servicing ","Negative","2025-06-23T16:52:07.818162Z"
2178,"1","2025-06-23T16:53:06.563027Z","",304,58.436,"","","","no communication from the restraunt even after    minutes of ordering the food ","Negative","2025-06-23T16:53:06.563027Z"
2179,"1","2025-06-23T16:53:08.945426Z","",304,2.035,"Negative","","","very disappointed ","","2025-06-23T16:53:08.945426Z"
2180,"1","2025-06-23T16:53:11.908291Z","",304,2.656,"","","","this is how they treat their customers","","2025-06-23T16:53:11.908291Z"
2181,"1","2025-06-23T16:53:21.918396Z","",305,9.685,"","","","we booked for    people for an office party and it was a complete chaos ","Negative","2025-06-23T16:53:21.918396Z"
2182,"1","2025-06-23T16:53:35.960947Z","",305,13.719,"","","","some south indian festival was going on in the restaurant  so the expectations were little high but a complete let down ","","2025-06-23T16:53:35.960947Z"
2183,"1","2025-06-23T16:53:41.027965Z","",305,4.772,"","","","firstly  they had not planned properly to manage    plus people ","Negative","2025-06-23T16:53:41.027965Z"
2184,"1","2025-06-23T17:00:20.666435Z","",305,398.909,"","","","some people who arrived first got the privilege of getting welcome drink and i arrived    mins late  and simply didn t get it ","Negative","2025-06-23T17:00:20.666435Z"
2185,"1","2025-06-23T17:00:37.612426Z","",305,16.615,"","","","for starters also  some privileged ones got served with only few of the varieties as per the menu ","Negative","2025-06-23T17:00:37.612426Z"
2186,"1","2025-06-23T17:02:14.126294Z","",305,96.199,"","","","our of frustration  people started with main course and in between starters were being served ","Negative","2025-06-23T17:02:14.126294Z"
2187,"1","2025-06-23T17:02:21.942310Z","",305,7.515,"","","","what a big mess it was ","","2025-06-23T17:02:21.942310Z"
2188,"1","2025-06-23T17:02:28.192471Z","",305,5.952,"Negative","","","the complete team of    was disappointed ","","2025-06-23T17:02:28.192471Z"
2189,"1","2025-06-23T17:02:32.391561Z","",306,3.498,"","","","i have order veg sizzler but and they served me the non veg sizzler ","Negative","2025-06-23T17:02:32.391561Z"
2190,"1","2025-06-23T17:02:36.741738Z","",306,4.029,"","","","i had it without knowing it ","","2025-06-23T17:02:36.741738Z"
2191,"1","2025-06-23T17:02:40.593952Z","",306,3.51,"","","","the server was rude  unpolite and refused to accept his mistakes and even manager to the same extent ","Negative","2025-06-23T17:02:40.593952Z"
2192,"1","2025-06-23T17:02:43.807998Z","",306,2.907,"","","","there is no proper communication between chef and server ","Negative","2025-06-23T17:02:43.807998Z"
2193,"1","2025-06-23T17:02:48.757368Z","",306,4.653,"Negative","","","it was worst experience in my life as i am a pure vegeterian ","","2025-06-23T17:02:48.757368Z"
2194,"1","2025-06-23T17:02:51.108576Z","",306,2.048,"Negative","","","i would recommend not to visit this place ","","2025-06-23T17:02:51.108576Z"
2195,"1","2025-06-23T17:07:50.428574Z","",306,299.02,"","","","i would choose negative rating as a best option ","","2025-06-23T17:07:50.428574Z"
2196,"1","2025-06-23T17:07:57.611886Z","",307,6.87,"","","Negative","i wish i could make you taste the chicken nuggets ","","2025-06-23T17:07:57.611886Z"
2197,"1","2025-06-23T17:08:01.105460Z","",307,3.16,"","","","no offense for the people who liked it ","","2025-06-23T17:08:01.105460Z"
2198,"1","2025-06-23T17:08:05.028019Z","",307,3.633,"","","Negative","but  i never had such worst food in my entire life ","","2025-06-23T17:08:05.028019Z"
2199,"1","2025-06-23T17:26:39.964186Z","",307,1114.283,"","","Negative","the dip they gave with french fries was one of a kind i personally would not suggest this place to anyone ","","2025-06-23T17:26:39.964186Z"
2200,"1","2025-06-23T17:26:42.780891Z","",308,2.507,"","","Negative","maggy was disaster","","2025-06-23T17:26:42.780891Z"
2201,"1","2025-06-23T17:26:55.140376Z","",309,12.01,"","","","the dj that came on around    pm yesterday night  some lady  was a terrific disimprovement over the guy who was playing right before she ","","2025-06-23T17:26:55.140376Z"
2202,"1","2025-06-23T17:27:01.746509Z","",309,6.309,"","","","killed the buzz for us entirely  and for many others  too  visibly  ","","2025-06-23T17:27:01.746509Z"
2203,"1","2025-06-23T17:27:29.394975Z","Positive",309,3.707,"","","","liked the ambience  though ","","2025-06-23T17:27:29.394975Z"
2204,"1","2025-06-23T17:27:35.627714Z","",309,5.895,"","","","would want to visit again iff the same dj never presents themselves again ","","2025-06-23T17:27:35.627714Z"
2205,"1","2025-06-23T17:27:44.894013Z","",310,8.964,"","","Negative","we ordered sea food bamboo rice and it tasted worse    rotten smell from the rice made me sick   ","","2025-06-23T17:27:44.894013Z"
2206,"1","2025-06-23T17:28:03.883684Z","",310,18.66,"","","","ordered kung pao chicken   we asked for something spicy and they suggested kung pao chicken   but it is sweet  ","","2025-06-23T17:28:03.883684Z"
2207,"1","2025-06-23T17:28:26.808345Z","",310,6.73,"","","","i never knew that something sweet is actually meant to be spicy at shanghai chef  ","","2025-06-23T17:28:26.808345Z"
2208,"1","2025-06-23T17:28:30.074863Z","",310,2.962,"","","","we also ordered black pepper chicken curry and manchow soup   ","","2025-06-23T17:28:30.074863Z"
2209,"1","2025-06-23T17:28:34.202829Z","",310,3.835,"","","Positive","these two were ok","","2025-06-23T17:28:34.202829Z"
2210,"1","2025-06-23T17:28:38.674219Z","",311,4.168,"","","Negative","food taste isn t good and the staff behaviour is the major let down ","Negative","2025-06-23T17:28:38.674219Z"
2211,"1","2025-06-23T17:28:42.762340Z","",311,3.767,"","","","they fight and argue with you to give more tips ","Negative","2025-06-23T17:28:42.762340Z"
2212,"1","2025-06-23T17:28:44.607323Z","",311,1.54,"Negative","","","very disappointing ","","2025-06-23T17:28:44.607323Z"
2213,"1","2025-06-23T17:28:47.082611Z","",311,2.151,"Negative","","","never ever experienced it ","","2025-06-23T17:28:47.082611Z"
2214,"1","2025-06-23T17:29:06.222351Z","",312,18.836,"","","Negative","the gravy were very dilute every time we order it is thick this time i ordered more quantity and received it thinner ","","2025-06-23T17:29:06.222351Z"
2215,"1","2025-06-23T17:29:21.988165Z","",312,15.476,"","","","i actually paid more for less ","","2025-06-23T17:29:21.988165Z"
2216,"1","2025-06-23T17:29:25.704312Z","",313,3.419,"","","","food used to be good ","","2025-06-23T17:29:25.704312Z"
2217,"1","2025-06-23T17:29:29.587878Z","",313,3.579,"","","Negative","but live cockroach came out of the food for the second time ","","2025-06-23T17:29:29.587878Z"
2218,"1","2025-06-23T17:29:32.737680Z","",313,2.805,"","","","just apologies from customer service representative is not the enough ","","2025-06-23T17:29:32.737680Z"
2219,"1","2025-06-23T17:29:37.728484Z","",313,4.687,"","","","quality control has to be talen seriously ","","2025-06-23T17:29:37.728484Z"
2220,"1","2025-06-23T17:29:44.802165Z","",313,6.709,"","","","till then  no triptify ","","2025-06-23T17:29:44.802165Z"
2221,"1","2025-06-23T17:29:46.410724Z","",313,1.313,"","","","adios","","2025-06-23T17:29:46.410724Z"
2222,"1","2025-06-23T17:29:52.586928Z","",314,5.888,"","","","although we booked our table  the suitable table couldnt be found for us ","Negative","2025-06-23T17:29:52.586928Z"
2223,"1","2025-06-23T17:29:59.069464Z","",314,6.186,"","","","one guy passed to another one and we sat outside ","","2025-06-23T17:29:59.069464Z"
2224,"1","2025-06-23T17:30:01.560126Z","",314,2.19,"","","","after this they send inside ","","2025-06-23T17:30:01.560126Z"
2225,"1","2025-06-23T17:30:03.266935Z","",314,1.417,"","","","finally the table was found for us ","","2025-06-23T17:30:03.266935Z"
2226,"1","2025-06-23T17:30:27.632393Z","",314,24.071,"","Negative","","we ordered j germeister and baileys but we had nuts for the prices     and      see the portion  ","","2025-06-23T17:30:27.632393Z"
2227,"1","2025-06-23T17:30:32.801199Z","",314,4.866,"","Negative","","ok i understand that prices are fluctuates  but we didn t know that we paid for this little shots ","","2025-06-23T17:30:32.801199Z"
2228,"1","2025-06-23T17:30:52.749965Z","",314,19.649,"","Negative","","these drinks serves with proper glass with ices  bigger portions  this is charging ","","2025-06-23T17:30:52.749965Z"
2229,"1","2025-06-23T17:30:56.017477Z","",314,2.404,"Negative","","","will never visit this place again ","","2025-06-23T17:30:56.017477Z"
2230,"1","2025-06-23T17:31:04.415686Z","",315,8.091,"","","Negative","i heard haleem will be so good  etc etc but taste is not that great as others said ","","2025-06-23T17:31:04.415686Z"
2231,"1","2025-06-23T17:31:18.076501Z","",315,13.282,"","","","just boiled the meat and grinded like paste ","","2025-06-23T17:31:18.076501Z"
2232,"1","2025-06-23T17:31:20.305335Z","",315,1.942,"","","","nothing special in it","","2025-06-23T17:31:20.305335Z"
2233,"1","2025-06-23T17:31:34.713984Z","",316,14.117,"","","Negative","i ordered chicken    from this restaurant on   th feb       the quality of the food was not good  i had vomitings immediately after having the food  ","","2025-06-23T17:31:34.713984Z"
2234,"1","2025-06-23T17:31:42.646778Z","",317,7.567,"","","Negative","worst chicken biryani ever had in hyderabad till now no salt  less chicken pieces no taste nothing even road side stall who sell biryani in    rs   provide     times better biryani than this","","2025-06-23T17:31:42.646778Z"
2235,"1","2025-06-23T17:31:45.575190Z","",318,2.609,"Negative","","","dont ever order from this place ","","2025-06-23T17:31:45.575190Z"
2236,"1","2025-06-23T17:31:50.541087Z","",318,4.651,"","","Negative","they serve tasteless raw chicken with no remorse and no reaction ","","2025-06-23T17:31:50.541087Z"
2237,"1","2025-06-23T17:31:53.655538Z","",318,2.797,"","","Negative","worst restaurant of gachibowli  ","","2025-06-23T17:31:53.655538Z"
2238,"1","2025-06-23T17:31:57.577729Z","",318,3.547,"","","","no action","","2025-06-23T17:31:57.577729Z"
2239,"1","2025-06-23T17:32:01.229104Z","",319,3.36,"","","","this place is not even worth   star ","","2025-06-23T17:32:01.229104Z"
2240,"1","2025-06-23T17:32:09.414225Z","",319,7.867,"","","","nobody s even attended us for more than   min  no courtesy of giving menu card even ","Negative","2025-06-23T17:32:09.414225Z"
2241,"1","2025-06-23T17:32:15.361795Z","",319,5.632,"","","","when we spoke the same to manager  he himself is rude telling that it will take   to    min for the waiter s to attend ","Negative","2025-06-23T17:32:15.361795Z"
2242,"1","2025-06-23T17:32:17.586489Z","",319,1.916,"","","","rude manager and worst service  ","Negative","2025-06-23T17:32:17.586489Z"
2243,"1","2025-06-23T17:32:21.544652Z","",319,3.613,"","","","absolute no  if you are seeking to dine in peace ","","2025-06-23T17:32:21.544652Z"
2244,"1","2025-06-23T17:32:26.860761Z","",320,5.007,"","","","today had a team lunch at  b s and it was a horrible experience ","","2025-06-23T17:32:26.860761Z"
2245,"1","2025-06-23T17:32:31.510356Z","",320,3.99,"","","","none of the team members were satisfied ","","2025-06-23T17:32:31.510356Z"
2246,"1","2025-06-23T17:32:45.083992Z","",320,13.207,"","","Negative","the food did not taste good and the service was also late ","Negative","2025-06-23T17:32:45.083992Z"
2247,"1","2025-06-23T17:32:58.175849Z","",320,12.757,"","Negative","","felt it was not worth for the money spend ","","2025-06-23T17:32:58.175849Z"
2248,"1","2025-06-23T17:33:02.208992Z","",321,3.724,"Negative","","","this is such a over rated stupid place ","","2025-06-23T17:33:02.208992Z"
2249,"1","2025-06-23T17:33:07.437829Z","",321,4.915,"","","","i really dont know why is this even liked by people ","","2025-06-23T17:33:07.437829Z"
2250,"1","2025-06-23T17:33:10.854417Z","",321,3.116,"","","Negative","food was very bad  service too ","Negative","2025-06-23T17:33:10.854417Z"
2251,"1","2025-06-23T17:33:14.441880Z","",321,3.28,"","","Negative","menu is an ocean and taste is nill ","","2025-06-23T17:33:14.441880Z"
2252,"1","2025-06-23T17:33:31.790683Z","",321,17.038,"","","Negative","i dont think they will survive over time  quality has come down soo bad ","","2025-06-23T17:33:31.790683Z"
2253,"1","2025-06-23T17:34:10.804525Z","",322,38.704,"","","","this place was on my list for a long time ","","2025-06-23T17:34:10.804525Z"
2254,"1","2025-06-23T17:34:13.438310Z","",322,2.329,"","","","decided to check it out and was badly disappointed ","","2025-06-23T17:34:13.438310Z"
2255,"1","2025-06-23T17:34:29.704165Z","",322,15.942,"","","Negative","the mild mushroom soup was too bland and they don t serve a     of the soup ","Negative","2025-06-23T17:34:29.704165Z"
2256,"1","2025-06-23T17:34:37.586845Z","",322,7.543,"","","","you will have to order   soups instead ","","2025-06-23T17:34:37.586845Z"
2257,"1","2025-06-23T17:34:41.969797Z","",322,4.084,"","","Negative","the red rooster pizza just didn t have any taste to it ","","2025-06-23T17:34:41.969797Z"
2258,"1","2025-06-23T17:34:44.682761Z","",322,2.389,"","","Negative","gachibowli fried chicken was a disaster ","","2025-06-23T17:34:44.682761Z"
2259,"1","2025-06-23T17:34:53.535888Z","",322,8.529,"","","","stuffed grilled chicken breast was the only face saver at this place ","","2025-06-23T17:34:53.535888Z"
2260,"1","2025-06-23T17:35:08.751530Z","",322,14.906,"","","Negative","the regular water they served had dust floating on it  had to get bottled water ","","2025-06-23T17:35:08.751530Z"
2261,"1","2025-06-23T17:35:12.916024Z","",322,3.826,"Negative","","","would never go to this place again ","","2025-06-23T17:35:12.916024Z"
2262,"1","2025-06-23T17:35:15.191829Z","",322,1.964,"Negative","","","won t recommend to anyone either ","","2025-06-23T17:35:15.191829Z"
2263,"1","2025-06-23T17:35:19.561941Z","",322,4.057,"","Negative","","the prices are on the higher side and they are just not worth it ","","2025-06-23T17:35:19.561941Z"
2264,"1","2025-06-23T17:35:23.291915Z","",323,3.404,"","","","i made online order for  pack of   all time favorite  donuts ","","2025-06-23T17:35:23.291915Z"
2265,"1","2025-06-23T17:35:25.817446Z","",323,2.236,"","","Negative","the donuts were not fresh ","","2025-06-23T17:35:25.817446Z"
2266,"1","2025-06-23T17:35:28.648442Z","",323,2.502,"Negative","","","waste of money ","","2025-06-23T17:35:28.648442Z"
2267,"1","2025-06-23T17:35:44.159932Z","",323,15.2,"","","Negative","what is the point in having fancy packaging with bad quality food ","Positive","2025-06-23T17:35:44.159932Z"
2268,"1","2025-06-23T17:35:47.419785Z","",324,2.957,"Negative","","","worst ","","2025-06-23T17:35:47.419785Z"
2269,"1","2025-06-23T17:35:53.799014Z","",324,6.015,"Negative","","","please stop selling chole bhature","","2025-06-23T17:35:53.799014Z"
2270,"1","2025-06-23T17:35:56.348943Z","",325,2.235,"","","","one of the worst service ever i recieved today ","Negative","2025-06-23T17:35:56.348943Z"
2271,"1","2025-06-23T17:35:58.948401Z","",325,2.291,"","","","i don t wana refer anyone to this place ","","2025-06-23T17:35:58.948401Z"
2272,"1","2025-06-23T17:36:46.701111Z","",325,36.357,"","","","i contacted the lal street they told me about the happy hours menu and after going there tha menu has been totally changed i  e  from     to    and i didnt like this and worst ever service","Negative","2025-06-23T17:36:46.701111Z"
2273,"1","2025-06-23T17:36:48.530060Z","",326,1.521,"Negative","","","very very disappointed ","","2025-06-23T17:36:48.530060Z"
2274,"1","2025-06-23T17:36:52.528853Z","",326,3.689,"","","","had been there for a sunday brunch and experienced a worst and slow service ","Negative","2025-06-23T17:36:52.528853Z"
2275,"1","2025-06-23T17:36:55.062192Z","",326,2.244,"","","Negative","the food is below average ","","2025-06-23T17:36:55.062192Z"
2276,"1","2025-06-23T17:36:57.861722Z","",326,2.493,"","","","nothing organised and well maintained ","Negative","2025-06-23T17:36:57.861722Z"
2277,"1","2025-06-23T17:37:00.028332Z","",326,1.87,"","","","the managers are the worst in collage restaurant  very unmannered and impolite ","Negative","2025-06-23T17:37:00.028332Z"
2278,"1","2025-06-23T17:37:05.794819Z","",326,5.461,"","","","many of the dishes nameplates are mismatched ","Negative","2025-06-23T17:37:05.794819Z"
2279,"1","2025-06-23T17:37:11.961006Z","",326,5.869,"","Negative","","the brunch prices don t match the zomato prices ","","2025-06-23T17:37:11.961006Z"
2280,"1","2025-06-23T17:37:14.144041Z","",327,1.866,"Negative","","","pathetic experience ","","2025-06-23T17:37:14.144041Z"
2281,"1","2025-06-23T17:37:23.109768Z","",327,8.602,"","","","from packaging to the product itself  it failed to appeal to my hungry stomach ","","2025-06-23T17:37:23.109768Z"
2282,"1","2025-06-23T17:37:30.660323Z","",327,7.248,"","","","i gave up all my hopes when i received the burger like this ","","2025-06-23T17:37:30.660323Z"
2283,"1","2025-06-23T17:37:33.909931Z","",327,2.946,"","","","the experience of eating the burger itself was no surprise ","","2025-06-23T17:37:33.909931Z"
2284,"1","2025-06-23T17:37:37.418015Z","",327,3.188,"Negative","","","i will not order from this restaurant ever again ","","2025-06-23T17:37:37.418015Z"
2285,"1","2025-06-23T17:37:39.557464Z","",328,5.353,"","","Negative","it is overrated casual chinese food  with lot of oil ","","2025-06-23T17:37:45.608880Z"
2286,"1","2025-06-23T17:37:52.386556Z","",328,3.96,"","","","you can call it more of indian chinese ","","2025-06-23T17:37:52.386556Z"
2287,"1","2025-06-23T17:38:04.157961Z","",328,1.649,"","","","ordered wolly chicken average ","","2025-06-23T17:38:04.157961Z"
2288,"1","2025-06-23T17:38:07.424890Z","",328,2.987,"","","Negative","flat noodles very oily ","","2025-06-23T17:38:07.424890Z"
2289,"1","2025-06-23T17:38:09.509525Z","",328,1.789,"","","Negative","thread chicken was oily ","","2025-06-23T17:38:09.509525Z"
2290,"1","2025-06-23T17:38:14.182398Z","",328,4.372,"","","","the captain manager denied us axis bank card discount because it was not told before ","Negative","2025-06-23T17:38:14.182398Z"
2291,"1","2025-06-23T17:38:16.557671Z","",328,2.082,"","","","no restaurant denied me that discount before ","","2025-06-23T17:38:16.557671Z"
2292,"1","2025-06-23T17:39:07.457300Z","",328,19.773,"","","Positive","quantity is too much and they charged more than what was mentioned in the menu ","","2025-06-23T17:39:07.457300Z"
2293,"1","2025-06-23T17:39:11.962162Z","",328,4.181,"","","","seriously it is an overated  indian chinese  restaurant ","","2025-06-23T17:39:11.962162Z"
2294,"1","2025-06-23T17:39:17.054061Z","",328,4.805,"","","Negative","one star is for the thread chicken starter  oily  fried  ","","2025-06-23T17:39:17.054061Z"
2295,"1","2025-06-23T17:39:34.603057Z","",329,17.245,"","","Negative","service   good food  very bad  no taste at all  i had buffet  there is no serving on table for starters and there r only two veg starter and two non veg but taste is not at all good ","Positive","2025-06-23T17:39:34.603057Z"
2296,"1","2025-06-23T17:39:36.321534Z","",330,1.326,"","","","ordered veg fried rice ","","2025-06-23T17:39:36.321534Z"
2297,"1","2025-06-23T17:39:39.859590Z","",330,4.948,"","Negative","Negative","was so bland and tasteless for the price ","","2025-06-23T17:39:43.918480Z"
2298,"1","2025-06-23T17:39:47.718763Z","",330,2.317,"","","Negative","it smelled weird too ","","2025-06-23T17:39:47.718763Z"
2299,"1","2025-06-23T17:39:57.084896Z","",330,9.007,"","Negative","","i somehow felt street food would have been much better and cost effective","","2025-06-23T17:39:57.084896Z"
2300,"1","2025-06-23T17:40:08.834525Z","",331,11.454,"","","","pathetic customer service ","Negative","2025-06-23T17:40:08.834525Z"
2301,"1","2025-06-23T17:40:14.883767Z","",331,5.742,"","","","we called and enquired if stag entry was allowed and they said yes ","","2025-06-23T17:40:14.883767Z"
2302,"1","2025-06-23T17:40:17.466719Z","",331,2.29,"","","","once we reached here  stag entry was not entertained ","","2025-06-23T17:40:17.466719Z"
2303,"1","2025-06-23T17:40:22.913379Z","",331,5.13,"","","","when we told we had already called before coming  they said we will allow stag but not dance floor ","","2025-06-23T17:40:22.913379Z"
2304,"1","2025-06-23T17:40:29.499955Z","",331,6.245,"","","","why the hell you can t clarify all your nonsense rules over call","Negative","2025-06-23T17:40:29.499955Z"
2305,"1","2025-06-23T17:40:33.582860Z","",332,3.782,"","","","waste of ordering food form this restaurant ","","2025-06-23T17:40:33.582860Z"
2306,"1","2025-06-23T17:51:32.623845Z","",332,651.021,"","","Negative","i ordered tandoori full no quantity no packaging no taste waste of food ","","2025-06-23T17:51:32.623845Z"
2307,"1","2025-06-23T17:51:35.128502Z","",332,2.163,"","","","delivery late from restaurant to zomato delivery boy ","Negative","2025-06-23T17:51:35.128502Z"
2308,"1","2025-06-23T17:51:37.638539Z","",332,2.154,"","","","even single star also waste  ","","2025-06-23T17:51:37.638539Z"
2309,"1","2025-06-23T17:51:41.197305Z","",333,3.274,"","","","the service is hopeless ","Negative","2025-06-23T17:51:41.197305Z"
2310,"1","2025-06-23T17:51:45.180190Z","",333,3.689,"","","","they won t even serve water for the costumers unless you ask them ","Negative","2025-06-23T17:51:45.180190Z"
2311,"1","2025-06-23T17:51:46.963378Z","",333,1.474,"","","","and the manager is also helpless and rude if the costumers complaint ","Negative","2025-06-23T17:51:46.963378Z"
2312,"1","2025-06-23T17:51:49.376659Z","",333,2.114,"Negative","","","first and last visit to this restaurant  ","","2025-06-23T17:51:49.376659Z"
2313,"1","2025-06-23T17:52:05.678797Z","",334,15.672,"","","","outlet was once a treat for the punjabi dishes  but over the period of time  the quality is going down and the so called  goooooddessst  taste has been missing the mark more than once ","","2025-06-23T17:52:05.678797Z"
2314,"1","2025-06-23T17:52:10.069146Z","",334,4.095,"","","","yesterday ordered for one portion of puri choley and one portion of puri alu ","","2025-06-23T17:52:10.069146Z"
2315,"1","2025-06-23T17:52:12.891323Z","",334,2.504,"","","Negative","the puris were fat and oily ","","2025-06-23T17:52:12.891323Z"
2316,"1","2025-06-23T17:52:17.242213Z","",334,4.061,"","","Negative","the alu curry was more like hing asafoetida  curry and had to dig through the gravy for choley ","","2025-06-23T17:52:17.242213Z"
2317,"1","2025-06-23T17:52:21.281283Z","",334,3.74,"","","Negative","our breakfast was definitely spoiled ","","2025-06-23T17:52:21.281283Z"
2318,"1","2025-06-23T17:53:47.123200Z","",334,85.545,"","","","in my last order of rajma chawal  same thing had happened ","","2025-06-23T17:53:47.123200Z"
2319,"1","2025-06-23T17:53:53.589806Z","",334,6.154,"","","Negative","i really had to search for the rajmas in the gravy ","","2025-06-23T17:53:53.589806Z"
2320,"1","2025-06-23T17:54:00.140078Z","",334,6.246,"","","","wish the management will work upon the food quality ","","2025-06-23T17:54:00.140078Z"
2321,"1","2025-06-23T17:54:03.448727Z","",334,2.99,"","","","because at this rate  they re losing out on loyal customers ","","2025-06-23T17:54:03.448727Z"
2322,"1","2025-06-23T17:54:09.421907Z","",335,5.668,"","","","at first accepted the order  but after waiting for   mins they have declined the order ","Negative","2025-06-23T17:54:09.421907Z"
2323,"1","2025-06-23T17:54:12.613444Z","",335,2.838,"","","","least bothered to respond to the calls ","Negative","2025-06-23T17:54:12.613444Z"
2324,"1","2025-06-23T17:54:17.004829Z","",335,4.074,"","","","switched off the mobile ","Negative","2025-06-23T17:54:17.004829Z"
2325,"1","2025-06-23T17:54:22.344483Z","",335,5.045,"","","","i dont understand why do these restaurants provide their mobile number  if they dont have intention to respond to customers ","","2025-06-23T17:54:22.344483Z"
2326,"1","2025-06-23T17:54:27.304131Z","",335,4.589,"","","","in case of cancelling the order why should the restaurant accept the order first and y should they regret to decline the order that too after    mins ","","2025-06-23T17:54:27.304131Z"
2327,"1","2025-06-23T17:54:34.087273Z","",336,6.491,"","","","avoid this place for your lifetime if you want to stay healthy     ","","2025-06-23T17:54:34.087273Z"
2328,"1","2025-06-23T17:54:49.086283Z","",336,14.682,"","","Negative","we have ordered mutton biryani and it had dead flies in it   we thought it fell into the biryani bowl while adding rice into it   but when my husband thoroughly checked the whole biryani we could easily see   within   minutes ","","2025-06-23T17:54:49.086283Z"
2329,"1","2025-06-23T17:54:54.052505Z","",336,4.657,"","","","we have complained about it to the waiter and waited for    minutes hoping someone will come and explain what went wrong ","","2025-06-23T17:54:54.052505Z"
2330,"1","2025-06-23T17:55:01.897372Z","",337,7.509,"","","Negative","very less quantity and food taste also not gud","","2025-06-23T17:55:01.897372Z"
2331,"1","2025-06-23T17:55:15.151434Z","",338,12.915,"","","Negative","not as regular  no choco sticks are there  not satisfied  lose of money","","2025-06-23T17:55:15.151434Z"
2332,"1","2025-06-23T17:55:48.316135Z","",339,37.969,"","","Negative","i ordered paratha and kulchas from here yesterday night and out of       were burnt  ","","2025-06-23T17:56:14.147152Z"
2333,"1","2025-06-23T17:55:51.015847Z","",339,2.399,"","","Negative","taste was horrible  ","","2025-06-23T17:55:51.015847Z"
2334,"1","2025-06-23T17:55:57.638734Z","",339,11.75,"","","","and when we complained in zomato chat they gave    credit points    as if that makes up for everything  ","Negative","2025-06-23T17:56:22.230045Z"
2335,"1","2025-06-23T17:56:31.275458Z","",339,7.246,"","","","our order was of much more value and then we had to order again from some place else coz no one will eat burnt food like that ","","2025-06-23T17:56:31.275458Z"
2336,"1","2025-06-23T17:56:34.496743Z","",339,2.933,"","","","horrible service by being hungry and zomato  ","Negative","2025-06-23T17:56:34.496743Z"
2337,"1","2025-06-23T17:56:37.935182Z","",339,3.142,"","","","they don t take their customers seriously at all  ","Negative","2025-06-23T17:56:37.935182Z"
2338,"1","2025-06-23T17:56:41.093741Z","",339,2.86,"Negative","","","will never ever order from this place again nor will my friends order from here again ","","2025-06-23T17:56:41.093741Z"
2339,"1","2025-06-23T17:56:43.320309Z","",340,1.897,"","","","well sometimes rating can be misleading ","","2025-06-23T17:56:43.320309Z"
2340,"1","2025-06-23T17:56:47.880326Z","",340,4.235,"","","","we visited the restaurant first time checking its online rating but found it too be much worst than one can imagine ","","2025-06-23T17:56:47.880326Z"
2341,"1","2025-06-23T17:56:53.400429Z","",340,5.205,"","","","the beer we selected from menu was not available so we decided to go for bucket of corona bucket ","","2025-06-23T17:56:53.400429Z"
2342,"1","2025-06-23T17:57:00.212049Z","",340,6.501,"","","","bucket beers are either served in ice bucket or at least bar tender ask customers to check it is chilled ","Negative","2025-06-23T17:57:00.212049Z"
2343,"1","2025-06-23T17:59:28.503978Z","",340,147.972,"","","","well here the good bar tender bought all six beers holding in his hand and was about to open it when we checked its temp ","","2025-06-23T17:59:28.503978Z"
2344,"1","2025-06-23T17:59:36.069814Z","",340,7.265,"","","Negative","we were surprised to find it almost equal to room temp ","","2025-06-23T17:59:36.069814Z"
