,sentence,aspect,sentiment
3348,but in panner and kaju pulao the masala is very less ,quality,Negative
3349,i felt like i am eating plain rice ,quality,Negative
3350,if they would have been added little bit spices it would be great ,quality,Negative
3351,but after that i have ordered veg munchurian dry many times ,quality,Positive
3352,good ambience ,environment,Positive
3353,the food was great ,quality,Positive
3354,i liked the beer best ,quality,Positive
3355,i loved barbar and green killer ipa ,quality,Positive
3356,waiters were courteous and prompt ,service,Positive
3357,the only thing i was not satisfied about was the cleanliness in general ,environment,Negative
3358,tables were a bit greasy ,environment,Negative
3359,one of my regular food ordering place and added advantage  fast delivery cause nearby location ,quality,Positive
3360,one of my regular food ordering place and added advantage  fast delivery cause nearby location ,service,Positive
3361,they offer high quality stuffed parathas with curd  butter and two different chutneys ,quality,Positive
3362,their mexican corn and paneer tadaka are my favorites ,quality,Positive
3363,would recommend this place if you wanna try delicious parathas ,quality,Positive
3364,wanted to have some good authentic andhra food and ulavacharu didn t disappoint me   loved the food even though it was a bit spicy  ,quality,Positive
3365,the masam vedupu pulao and the masam miriyala are a must try here   the andhra kodi kura didn t quite live up to my expectations though  ,quality,Neutral
3366,ended the meal with the rajahmundry rose milk which also ticked the box  service was fantastic throughout overall enjoyed my experience here and would recommend this place to people looking for spicy authentic andhra food  ,quality,Positive
3367,ended the meal with the rajahmundry rose milk which also ticked the box  service was fantastic throughout overall enjoyed my experience here and would recommend this place to people looking for spicy authentic andhra food  ,service,Positive
3368,cheers  ,other,Positive
3369,p s  extra points for the motichur ladoo they gave us as a welcome snack  ,quality,Positive
3370,p s  extra points for the motichur ladoo they gave us as a welcome snack  ,service,Positive
3371,ordered gobi paratha and aloo paratha  getting used to small parathas delivered we were wondering they would do the same and ordered two items for two people to our surprise we found the best parathas bigger more quality and more tastier ones ,quality,Positive
3372,the packaging is very good and the add ons they provide are too good ,service,Positive
3373,truly in love with their parathas    ,quality,Positive
3374,went for a sunday bruch and compared to other places of the same league the staff is definitely the most friendliest    but the food options are the bottom most on my list ,quality,Negative
3375,went for a sunday bruch and compared to other places of the same league the staff is definitely the most friendliest    but the food options are the bottom most on my list ,service,Positive
3376,the food is good definitely  but for a sunday brunch the options are extremely limited compared to what s being offered around ,quality,Neutral
3377,i am thankful to the staff for pulling together a cheese platter just to accompany my wine and for that i took them to 4 from my initial 3   ,service,Positive
3378,sometimes the smiles and the courtesy make a lot of difference and might want me to visit again ,service,Positive
3379,the beverage  alcohol    menu is very limited   does not match back to others   i hope they match it up ,quality,Positive
3380,udipi s is perhaps one of the best budget friendly joints in the indiranagar area ,price,Positive
3381,their ghee idly is a must try and so are their dosas ,quality,Positive
3382,if you are there for breakfast  do try their poha ,quality,Positive
3383,both the dishes had fresh ingredients ,quality,Positive
3384,bamboo chicken has good flavors but was more than mildly spicy ,quality,Neutral
3385,it is served directly from the bamboo box it is cooked in ,quality,Positive
3386,it also has dry gravy so it s not entirely a good choice for starters  will go well with any indian bread ,quality,Negative
3387,pachi mirchi kodi pulao was awesome ,quality,Positive
3388,the rice was flavorful ,quality,Positive
3389,chicken curry served over it was semi   gravy and yummy as well ,quality,Positive
3390,the chicken was nicely complementing the rice ,quality,Positive
3391,service can be improved a bit ,service,Negative
3392,will go again to this place to try other dishes ,quality,Positive
3393,the place is really nice and they make amazing cocktails    they are awesome    they have really tasty starters esp their jalape o cheese balls     don t know if they still allow stags    they used to let us in when it opened new at gachibowli  food   5 5 drinks   4 5 5 ambience   3 5 5 service   5 5 price   totally worth it,price,Positive
3394,the place is really nice and they make amazing cocktails    they are awesome    they have really tasty starters esp their jalape o cheese balls     don t know if they still allow stags    they used to let us in when it opened new at gachibowli  food   5 5 drinks   4 5 5 ambience   3 5 5 service   5 5 price   totally worth it,quality,Positive
3395,the place is really nice and they make amazing cocktails    they are awesome    they have really tasty starters esp their jalape o cheese balls     don t know if they still allow stags    they used to let us in when it opened new at gachibowli  food   5 5 drinks   4 5 5 ambience   3 5 5 service   5 5 price   totally worth it,service,Positive
3396,i had visited zega on weekdays for lunch few times earlier and felt underwhelmed overall ,quality,Negative
3397,last visit for a sunday dinner changed the perception however ,quality,Positive
3398,first of all  the ambiance comes alive in the night with a lounge like feel  and even the otherwise boring corporate concrete jungle around seems better in the night from a height ,environment,Positive
3399,i am guessing they put their best efforts on a weekend compared to weekdays as the food quality was significantly better ,quality,Positive
3400,food order was two varieties of veg sushis  the crispy one was very well made   soft noodles  and a coconut based thai curry  which was neither too sweet nor heavy on the stomach  very well made overall  ,quality,Positive
3401,and the place was quite packed as well making it lively ,service,Positive
3402,overall  worth visiting ,quality,Positive
3403,punjabi thali is awesome ,quality,Positive
3404,dal makhani  mix veg   and mushroom is recommended ,quality,Positive
3405,however  cost can be reduced a bit  in particular  of the thalis ,price,Negative
3406,beautiful cake with great flavors ,quality,Positive
3407,it was really delicious  it had a slight hint of cinnamon unlike usual cakes with overwhelming flavors ,quality,Positive
3408,it was mild and tasty ,quality,Positive
3409,it also had some amazing unique flavors which we would love to try on our next trip to this cute place ,quality,Positive
3410,it also had some amazing unique flavors which we would love to try on our next trip to this cute place ,environment,Positive
3411,been here too many times and as always this place never disappoints me ,quality,Positive
3412,so last time i went here and we ordered chicken lasagna and singaporean prawns  also cold coffee  not in picture  kheema pav is my all time favourite dish over here ,quality,Positive
3413,do give it a try ,quality,Positive
3414,i will recommend you to book table because sometimes this place is too busy ,service,Negative
3415,staff is polite and well trained  service is prompt  and ambience is great ,environment,Positive
3416,staff is polite and well trained  service is prompt  and ambience is great ,service,Positive
3417,it s a fact that the entire hyderabad waits for ramadan just so that they can have haleem and no place better to do that than the king of haleems  shah ghouse ,quality,Positive
3418,tip  ask the person to get you a no added oil haleem and trust me  it tastes much better ,quality,Positive
3419,we also have the habit of adding pathar ka gosht on top to make it taste even more delicious ,quality,Positive
3420,yess  i decided to try the festive rakhi donut box that comes with 6 mini donuts ranging from death by chocolate  chocolate filled  mango flavored  two classics  etc ,quality,Positive
3421,all this priced at rs 199 plus taxes ,price,Neutral
3422,so much goodness in one box ,quality,Positive
3423,simple and goody good ,quality,Positive
3424,this one was fine ,quality,Neutral
3425,this was a fresh taste after so much chocolate ,quality,Positive
3426,the fourth one i think was death by chocolate ,quality,Positive
3427,this one had a delicious chocolate coating on top and center filled with gooey chocolate ,quality,Positive
3428,this one was ok ,quality,Neutral
3429,this one was good ,quality,Positive
3430,definitely a must try ,quality,Positive
3431,very easy to locate ,environment,Positive
3432,the board is visible from the road ,environment,Positive
3433,the interiors like other dunkin donuts outlets is quirky with pop colour furniture and interesting wall designs ,environment,Positive
3434,on a sunday afternoon the place was moderately crowded ,environment,Negative
3435,service was good ,service,Positive
3436,no issues there ,other,Neutral
3437,would love to visit again ,quality,Positive
3438,i came here with my family last month we had a burger and taste is good and good place for family and friends and pleople can bring their children   ,quality,Positive
3439,i came here with my family last month we had a burger and taste is good and good place for family and friends and pleople can bring their children   ,environment,Positive
3440,good place ,environment,Positive
3441,didn t really like the dj music but it is better than a few other places in and around gachibowli ,environment,Neutral
3442,ladies night a big plus to check out ,other,Positive
3443,food was good ,quality,Positive
3444,open area so the environment isn t that great during summers,environment,Positive
3445,we ordered fruit exotica  it was worth the money ,quality,Positive
3446,had many fruits overloaded into it ,quality,Positive
3447,can try this anytime ,quality,Positive
3448,amazing place to chill ,environment,Positive
3449,live music and ambience is up to the mark ,environment,Positive
3450,food is fine ,quality,Neutral
3451,they should include some options in mocktails and drinks ,quality,Negative
3452,overall a good place to hangout with friends ,environment,Positive
3453,great  lively place to hang out with friends ,environment,Positive
3454,music here is great  dj surely knows his music ,environment,Positive
3455,service is top notch too ,service,Positive
3456,food wise  starters were yummy ,quality,Positive
3457,has paneer kadhai and roti  found it to be spicy but tasty ,quality,Positive
3458,the outdoor space offers great views of the city ,environment,Positive
3459,overall a o brainer when it comes to having good times with friends ,environment,Positive
3460,one of the most staisfying biryani s in the city   you will definitely pop water from your eyes when you eat this freaking biryani   especially the pot thing  well situated at dlf which is few metres away from majority of it companies   so visit when you get a chance,quality,Positive
3461,one of the most staisfying biryani s in the city   you will definitely pop water from your eyes when you eat this freaking biryani   especially the pot thing  well situated at dlf which is few metres away from majority of it companies   so visit when you get a chance,environment,Positive
3462,been the place for lunch and i loved the ambiance over there which resembles the same as goa and the person who loves sea food will be attracted to this place   ,quality,Positive
3463,been the place for lunch and i loved the ambiance over there which resembles the same as goa and the person who loves sea food will be attracted to this place   ,environment,Positive
3464,this place is good for a casual lunch and dinner with friends or family ,quality,Positive
3465,this place is good for a casual lunch and dinner with friends or family ,environment,Positive
3466,this place offers a wide variety of sizzlers and other starters and main course as well  ,quality,Positive
3467,while the food they serve is good but they could do better with service ,quality,Positive
3468,while the food they serve is good but they could do better with service ,service,Negative
3469,service isn t up to the mark   once your order is taken it s lost somewhere until it really arrives at your table  after 20 mins   and once the food is at your table the waiter will never show up again to ask if you need anything else or how s the food     ,service,Negative
3470,well not just that ask for a chutney or mayonnaise or a water bottle you ain t getting it until you call up to them couple of times ,service,Negative
3471,food s amazing  the place is gorgeous but there needs to be better coordination amongst the staff ,quality,Positive
3472,food s amazing  the place is gorgeous but there needs to be better coordination amongst the staff ,environment,Positive
3473,food s amazing  the place is gorgeous but there needs to be better coordination amongst the staff ,service,Negative
3474,they got royally confused on our booking and made us switch restaurants ,service,Negative
3475,do try the pizza offerings because trust me they are as close to authentic as it gets ,quality,Positive
3476,this place is quite popular among people working at deloitte  meenakshi   gachibowli though it is small place we had a chicken makhani pizza ,quality,Positive
3477,this place is quite popular among people working at deloitte  meenakshi   gachibowli though it is small place we had a chicken makhani pizza ,service,Negative
3478,the pizza was very good and it was made with thin crest ,quality,Positive
3479,the ambience was also good ,environment,Positive
3480,the bakery products in display also seemed to be fresh and delicious  though couldn t taste them ,quality,Positive
3481,pricing wise  it is a bit on the higher side i felt ,price,Negative
3482,overall it was a good experience here at this place and i would rate this as food   4 5 ambience   4 5 5 service   4 5,quality,Positive
3483,overall it was a good experience here at this place and i would rate this as food   4 5 ambience   4 5 5 service   4 5,environment,Positive
3484,overall it was a good experience here at this place and i would rate this as food   4 5 ambience   4 5 5 service   4 5,service,Positive
3485,food is very good and tasty ambience is good enough ,quality,Positive
3486,food is very good and tasty ambience is good enough ,environment,Positive
3487,egg biryani and ulavavacharu biryani is superb i think price is bit high veg and egg starters are good enough bongu lo chicken is fantastic ,quality,Positive
3488,if midnight hunger strikes you  driven cafes are the best place to rush to ,quality,Positive
3489,aura is compact and beautiful  and the playlist they play is quite catchy ,other,Positive
3490,i was really amused to visit this place last night ,environment,Positive
3491,the place seems to be strategically located near bio diversity signal in order to cater crowd from near by tech parks ,environment,Positive
3492,the place is little small and can accommodate maximum of 50 60 people during full house ,environment,Negative
3493,they have their own brewery with many variants in beer ,quality,Positive
3494,the food quality is very good for both veg and non veg options ,quality,Positive
3495,service is very quick and polite ,service,Positive
3496,quantity is quite good ,quality,Positive
3497,one of the best biryani places in and around ,quality,Positive
3498,keep it up ,other,Positive
3499,delivered late,service,Negative
3500,went for team outing here all sizzlers pretty are same here just main indegridint changes ,quality,Neutral
3501,the service is a bit slow ,service,Negative
3502,ambience is nice ,environment,Positive
3503,there brownie sizzler is good ,quality,Positive
3504,the staff is courteous ,service,Positive
3505,this is the place you should be  if you are treating your friends full meals without burning your pocket   everything we ordered was tasty and good quantity  ,price,Positive
3506,this is the place you should be  if you are treating your friends full meals without burning your pocket   everything we ordered was tasty and good quantity  ,quality,Positive
3507,dal makhani is a must try  ,quality,Positive
3508,tried kadai paneer couple of times it s subtle and flavorful ,quality,Positive
3509,the malai kofta gravy is more on the sweeter side   ,quality,Neutral
3510,this outlet is a mere walking distance away from dlf  and easily locatable in the building next to vijaya bank ,environment,Positive
3511,poppy corn  it looks quite plain  but one sip  and you ll be amazed at the smoky flavour of popcorn hitting you from the sweet shake ,quality,Neutral
3512,merry cherry and crunchy forest berry are for those who love the berries ,quality,Positive
3513,if you re a mint enthusiast  do try the mint o fruit shake ,quality,Positive
3514,for those who can t get enough of cookie shakes  cookie feast comes in with oreo and little hearts stacked on the top ,quality,Negative
3515,coffee addicts can try the very appealing coffee hazelnut  which was absolutely a pretty sight too ,quality,Positive
3516,my personal favourite  though  was caramel brownie ,quality,Positive
3517,the flavour of caramel  with chewy chunks of brownie  and a topping of whipped cream   heavenly ,quality,Positive
3518,another good one was the cheese cake shake ,quality,Positive
3519,it felt like a fruit cake  blended into a shake  and is good if you enjoy that flavour ,quality,Positive
3520,there s a whole set of flavours of slushies as well ,quality,Positive
3521,just in case  it gets too sweet  they have french fries and potato wedges  available in a total of 8 flavours ,quality,Neutral
3522,they come in cute little boxes  that you can probably carry away too ,service,Positive
3523,we tried and absolutely loved the chilli garlic  real white cheese  and cajun spice flavours ,quality,Positive
3524,at 89 bucks  they re quite good to be honest ,quality,Positive
3525,do give them a try whenever you re around ,quality,Positive
3526,firstly  the ambience is amazing ,environment,Positive
3527,i like the way the whole decor is simple  yet endearing ,environment,Positive
3528,while the building is not impressive from the outside  the set up is pretty good ,environment,Neutral
3529,coming to the food  the spread was lavish ,quality,Positive
3530,especially the desserts were amazing and are definitely the highlight of the buffet ,quality,Positive
3531,however  we ordered mocktails which were a disappointment ,quality,Negative
3532,further  there were hardly any starters which was definitely something that we did not expect ,quality,Negative
3533,the staff was cordial and quite helpful when we needed cutlery or help with a dish ,service,Positive
3534,overall  definitely worth a visit ,quality,Positive
3535,beautiful ambience ,environment,Positive
3536,nice place to chill with some really good food ,quality,Positive
3537,nice place to chill with some really good food ,environment,Positive
3538,i really liked the burger which i had over here ,quality,Positive
3539,something that stood out for me ,quality,Positive
3540,ambiance is really good and it s very close to financial district ,environment,Positive
3541,restaurant staff is very helpful and polite ,service,Positive
3542,you will get verity of options for lunch ,quality,Positive
3543,food is tasty and less spicy ,quality,Positive
3544,once i visited this place for dinner and got to know that they serve very few options for dinner buffet ,quality,Negative
3545,though you can enjoy a la carte ,quality,Positive
3546,restaurant also have full bar available ,service,Positive
3547,every day 4pm to 8pm is happy hour ,other,Positive
3548,zomato gold option is not available ,service,Negative
3549,having heard a lot of hype surrounding this place  and the 4 5 rating on zomato  it was on my wishlist for ages  but i was always skeptical of the taste  being too authentic and a totally new cuisine ,other,Neutral
3550,the former proved to be true  and was the primary reason i didn t have a very pleasing dinner ,quality,Negative
3551,it s a small and cute little diner like cafe  with minimalistic and soothing interiors ,environment,Positive
3552,the sour smell of fermentation was nauseating initially  but i got used to it in just a few minutes ,quality,Neutral
3553,the items are priced very cheap  i had high expectations  but only to learn later the portions are just too small ,price,Positive
3554,the items are priced very cheap  i had high expectations  but only to learn later the portions are just too small ,quality,Negative
3555,we had     spicy drums of heaven  140 5    the only thing i could properly finish ,quality,Neutral
3556,almost south indian and spicy in taste  but the coating was too thick ,quality,Neutral
3557,texture was good  but taste  average ,quality,Neutral
3558,  chicken momos  130 5    standard  good amount of filling  with a very pungent ginger flavor ,quality,Positive
3559,the coating was thick too ,quality,Positive
3560,chilli chutney served alongside was not too spicy  and went well with the momos ,quality,Positive
3561,  bosam  170    it was my first time trying pork belly  and i can t really judge  but it felt fatty and gooey ,quality,Negative
3562,the pieces were drenched in grease ,quality,Negative
3563,served with spicy kimchi which i loved ,quality,Positive
3564,  chicken ramyum noodles  180    big bowl of noodles  what looked like maggi but was only a close resemblance ,quality,Neutral
3565,scarce chicken pieces  undercooked  dry and hard noodles  and overall a very bland taste ,quality,Negative
3566,  naga steam fish  250    this was the thing causing the smell in the restaurant ,environment,Negative
3567,and i couldn t tolerate it ,quality,Negative
3568,a very very pungent and strong odor ,quality,Negative
3569,the fish had a great texture and was steamed to perfection ,quality,Positive
3570,whatever i mentioned about the food  was just my impression  and maybe because it was the first time trying out this new cuisine  i didn t really like it ,quality,Positive
3571,however  one thing that was disappointing was the service ,service,Negative
3572,it was slow and just took ages ,service,Negative
3573,once the food arrived  it was fine but again the bill took more than 20 minutes ,quality,Neutral
3574,once the food arrived  it was fine but again the bill took more than 20 minutes ,service,Negative
3575,as many others have already said  i guess  the strong point of this place is their pork preparations  and i would recommend this place purely for that ,quality,Positive
3576,an elaborate menu with lots of options  priced well ,price,Positive
3577,here s my overall score  food   3 5 5  not judging what i tried first time don t know about  ambience   4 5  get a room freshener  ,environment,Negative
3578,service   3 5 vfm   4 5,service,Positive
3579,this place is a roadside burger joint ,quality,Positive
3580,their million way burger is a must try ,quality,Positive
3581,the chicken is grilled freshly in charcoal and is juicy  tender in texture ,quality,Positive
3582,this place is quite close to our office  but still instead of going  me and my colleagues generally order from zomato ,environment,Positive
3583,i have tried a number of their dishes  but the only one thing that stands out is their being hungry special chicken biryani ,quality,Positive
3584,my father has a restaurant in delhi  and he ensures that whenever i m travelling to delhi  i get that biryani for him from hyderabad ,quality,Positive
3585,so that s the level of love my family has for this biryani ,quality,Positive
3586,do try it out ,quality,Positive
3587,you guys may check out my instagram page for interesting food feeds  simbas sister,quality,Positive
3588,really impressed with the food and buffet price and good ambience ,price,Positive
3589,really impressed with the food and buffet price and good ambience ,quality,Positive
3590,really impressed with the food and buffet price and good ambience ,environment,Positive
3591,especially fish starter and fruit pudding and else ,quality,Positive
3592,looking forward to visit again,quality,Positive
3593,buffet is good  though expensive ,price,Negative
3594,buffet is good  though expensive ,quality,Positive
3595,great service and well spread food range ,quality,Positive
3596,great service and well spread food range ,service,Positive
3597,decent ambience ,environment,Neutral
3598,especially try out their sunday brunch or special buffets during festival time ,quality,Positive
3599,cold coffee here is really good with the wiped cream ,quality,Positive
3600,didn t expect the garlic bread with corn be so good ,quality,Positive
3601,better than many places ,quality,Positive
3602,next time will be trying waffle for which this place is more known  have been at other branches ,quality,Positive
3603,ambiance was good here ,environment,Positive
3604,veg sizzlers we ordered are not upto the mark ,quality,Negative
3605,it can be improved more ,quality,Negative
3606,service was also very slow ,service,Negative
3607,over all it s ok for one time visit ,quality,Neutral
3608,vegetarian options in this place were really good  buffet has some good options  special mention to panasa kaya curry  not so many options in dessert  overall a decent place easily to locate,quality,Neutral
3609,vegetarian options in this place were really good  buffet has some good options  special mention to panasa kaya curry  not so many options in dessert  overall a decent place easily to locate,environment,Neutral
3610,10downingstreet is known for it s wonderful ambience ,environment,Positive
3611,their in house brew is awesome ,environment,Positive
3612,one of my all time favourites is the mushroom added  shepherd s pie  ,quality,Positive
3613,if you want to chill with your gang on a cool sunday evening  the outdoor rooftop bar will be the place ,environment,Positive
3614,they also have a cozy dance floor space ,environment,Positive
3615,food   4 ambiance   4 service   4 pocket pinch   around 9k for 9 people with 6 zomato golds and around 15 starters ,price,Neutral
3616,i went in a group of 9 people on a thursday night and the place was pretty empty ,environment,Negative
3617,they were playing nice funky music and the ambiance was really nice ,environment,Positive
3618,the service was fine like any other party place had and the taste of food was also decent ,quality,Neutral
3619,the service was fine like any other party place had and the taste of food was also decent ,service,Neutral
3620,even though we were 9 people  they allowed us to use 6 zomato golds and i really appreciate it    the corn and cheese triangles were awesome ,quality,Positive
3621,the food was served really hot and the place would be fun when there is right crowd ,quality,Negative
3622,the food was served really hot and the place would be fun when there is right crowd ,environment,Negative
3623,overall  a good experience ,quality,Positive
3624,man this place ,other,Neutral
3625,hyperlocal is one of the go to places when you have no plans but wanna go to some place to chill  eat and drink ,quality,Positive
3626,hyperlocal is one of the go to places when you have no plans but wanna go to some place to chill  eat and drink ,environment,Positive
3627,the food is served in matte black plates which is my favourite part ,quality,Positive
3628,we tried almost everything on the menu  perks of zomato gold  and nothing really was a disappointment ,quality,Negative
3629,the place looks amazing and has a cost feel ,environment,Positive
3630,they have a setup on the balcony from where the view is just amazing ,environment,Positive
3631,soups  had tomato soup and sweet corn veg soup  both especially the tomato soup along with tiny breadsticks was delicious ,quality,Positive
3632,was very much disappointed with the quantity they gave ,quality,Negative
3633,we only get 4 pieces of paneer papdi kebab ,quality,Negative
3634,it was crispy and tasty but could ve used a little more spice ,quality,Neutral
3635,the crispy corn being crispy corn tasted wonderful ,quality,Positive
3636,the butter naan and the curry were decent but the paneer tikka biryani was the best paneer biryani i ve ever tasted ,quality,Positive
3637,the paneer pieces were soft and creamy and the rice had a rich taste to it ,quality,Positive
3638,though the biryani could ve used a little more spice  it tasted great ,quality,Negative
3639,ambiance   service  this is an evening place for sure and we visited there for lunch ,environment,Neutral
3640,so couldn t really comment on that but whatever we could see looked very good ,environment,Positive
3641,one complaint was that our seats were directly beside a bare glass and we got scorched in the sun for 40 mins before we could get a table away from it ,environment,Negative
3642,avoid the seats beside the glass during afternoon hours ,environment,Negative
3643,the service was a little late but the staff was friendly ,service,Neutral
3644,the only thing stopping me from giving a 3 star is that biryani and those soups ,quality,Negative
3645,loved them so much that i couldn t give them a 3 ,quality,Positive
3646,the food is too good ,quality,Positive
3647,the place is very cosy and will give you a homely vibe ,environment,Positive
3648,people there just welcome you with a big heart and a broad smile ,service,Positive
3649,i m in love with this restaurant ,quality,Positive
3650,good place to hang out with family and friends ,environment,Positive
3651,cocktails were not strong at all ,quality,Negative
3652,so it was more of plain juice ,quality,Negative
3653,i would recommend that in the cocktails menu the should also mention in details what s the base and also the content of alcohol ,quality,Positive
3654,starters were great  ,quality,Positive
3655,i ordered chinese platter and i was really nice ,quality,Positive
3656,music was loud and lively ,environment,Positive
3657,such a great ambience it has ,environment,Positive
3658,food is damn tasty ,quality,Positive
3659,service can be actually improved  choice of drinks and food are really less ,quality,Negative
3660,service can be actually improved  choice of drinks and food are really less ,service,Negative
3661,would recommend it for food it has ,quality,Positive
3662,the ambience of the place was great and the food was really amazing   we had delicious alfredo pasta and chicken sizzler  though felt the price was a bit on the higher side  it was worth the taste and experience   thumps up deli 9 bistro  ,price,Negative
3663,the ambience of the place was great and the food was really amazing   we had delicious alfredo pasta and chicken sizzler  though felt the price was a bit on the higher side  it was worth the taste and experience   thumps up deli 9 bistro  ,quality,Positive
3664,the ambience of the place was great and the food was really amazing   we had delicious alfredo pasta and chicken sizzler  though felt the price was a bit on the higher side  it was worth the taste and experience   thumps up deli 9 bistro  ,environment,Positive
3665,drinks 4 5 5   i think tempteys and mom rule the shakes world in terms of multiple outlets on hyderabad ,quality,Positive
3666,shakes are good  chilly and refreshing ,quality,Positive
3667,my personal favorite being oreo shake ,quality,Positive
3668,ambience  3 5 5  the place is cool  can hangout and can have quality talk  as it is mostly empty and most orders generally are take aways ,environment,Positive
3669,one thing  they should at least keep the tables clean ,service,Negative
3670,there were so many dead flies and insects on the tables which would bring disgust ,service,Negative
3671,service  4 5  they know their work  prepare the shakes well ,quality,Positive
3672,service  4 5  they know their work  prepare the shakes well ,service,Positive
3673,one suggestion is to provide water to the customers  as it seems ridiculous that you deny with the fact that you guys don t have water ,service,Negative
3674,wonder what u add in shakes ,quality,Positive
3675,great place to dine with and enjoyed the ulavacharu chicken pulao  tastes good ,quality,Positive
3676,great place to dine with and enjoyed the ulavacharu chicken pulao  tastes good ,environment,Positive
3677,it s a perfect venue to enjoy some of the special andhra dishes with a starry night view ,environment,Positive
3678,it has a beautiful ambiance and wanna visit again ,environment,Positive
3679,nice place with courteous staff ,service,Positive
3680,goooood beer ,quality,Positive
3681,very good food ,quality,Positive
3682,one of the best places in hyderabad ,quality,Positive
3683,anytime better than hoppery   for beer and food  ,quality,Positive
3684,ambiance was superb of ph7 specially the roof top   dj was good and the drinks and food were up to the mark    subhash was the guy who served us very well   if you are thinking of a good ambiance place with good food and drinks then should visit this place for sure   we are gonna come back very soon,quality,Positive
3685,ambiance was superb of ph7 specially the roof top   dj was good and the drinks and food were up to the mark    subhash was the guy who served us very well   if you are thinking of a good ambiance place with good food and drinks then should visit this place for sure   we are gonna come back very soon,environment,Positive
3686,ambiance was superb of ph7 specially the roof top   dj was good and the drinks and food were up to the mark    subhash was the guy who served us very well   if you are thinking of a good ambiance place with good food and drinks then should visit this place for sure   we are gonna come back very soon,service,Positive
3687,this was on our list of places to eat in hyderabad for a while  but what kept us not going is the popularity with meat ,other,Neutral
3688,i am a vegetarian and wondered what i will get  seeing bibimbap on the menu   i had to try it ,quality,Positive
3689,drinks were as displayed  tofu was bit disappointing  it was literally fried tofu with sauce on it and sesame seeds  can miss this if you plan to go ,quality,Negative
3690,do definitely try the bap ,quality,Positive
3691,tasty and filling  great portions of the veggies  rice  sauce   although rice wasnt sticky and i thought dolsot bap always came with hot claypot  nevertheless tasty ,quality,Positive
3692,in the middle of the meal we asked for hot sauce and there came the sauce very tiny quantity  we were like wtf  the sauce was hot made from naga chillies yet sooo good  burned my tongue but loved every bit of it  so if you have rice remaining give this a try as well ,quality,Neutral
3693,staff were courteous as well ,service,Positive
3694,one star less just for the tofu ,quality,Negative
3695,rest was perfect  will definitely visit again,quality,Positive
3696,i personally liked the bagel with cheese and capuccino,quality,Positive
3697,we were disturbed by the noise and hence couldn t stay longer,service,Negative
3698,good for groups,other,Positive
3699,good place to go around ambience is good and crowd is good over weekends food was not that good which i thought of must try jalepeno cheese poppers ambience 4 5 food 3 5 seevice 3 5 5,quality,Neutral
3700,good place to go around ambience is good and crowd is good over weekends food was not that good which i thought of must try jalepeno cheese poppers ambience 4 5 food 3 5 seevice 3 5 5,environment,Positive
3701,good place to go around ambience is good and crowd is good over weekends food was not that good which i thought of must try jalepeno cheese poppers ambience 4 5 food 3 5 seevice 3 5 5,service,Positive
3702,the place has good service too the servers are helpful,service,Positive
3703,price is nice but quantity of curry not good,price,Positive
3704,price is nice but quantity of curry not good,quality,Negative
3705,very less quantity i got of paneer butter masala,quality,Negative
3706,but the quantity of biryani is good,quality,Positive
3707,the quality of complementary onion and lemon not satisfactory,quality,Negative
3708,it was a ok ok,other,Positive
3709,the food was good but the quantity was very less for the price that was paid,price,Negative
3710,the food was good but the quantity was very less for the price that was paid,quality,Positive
3711,we ordered raju gari kodi pulav which costed around 400 and the meat was very less in it,price,Negative
3712,maybe the day was different for me but i was really very dissapointed with the service they had given,service,Negative
3713,we asked for raita and we were served after we almost finished our mandi,service,Negative
3714,i hate such late servings,service,Negative
3715,mandi was all overhyped with taste being not that great,quality,Negative
3716,ambience wise it is nicer than other mandi restaurants,environment,Positive
3717,however the choice of music could have been better,environment,Negative
3718,overall i would say its just a waste to ur pocket and palate,other,Negative
3719,they have worst north indian food i believe,quality,Negative
3720,but other than that chinese and continental was good,quality,Positive
3721,their safe sex on beach deink is great just,quality,Positive
3722,quantity is less,quality,Negative
3723,inspite of this it took good 15 min anyone could attend us,service,Negative
3724,the reason cited was heavy rush in the partner restaurant above,environment,Negative
3725,wiered however the food was served quickly,service,Positive
3726,all items were good nothing wow to say about,quality,Positive
3727,overall ok experience nothing compelling to visit again,other,Positive
3728,need little improvement for biriyanis,quality,Negative
3729,salt was less whereas it should be proper and biriyanis should be tasty the spices should add taste,quality,Negative
3730,paneer too spicy,quality,Neutral
3731,manchurian an naan were great,quality,Positive
3732,an average place to go,other,Positive
3733,not at all great,quality,Neutral
3734,i like their miyapur branch,quality,Positive
3735,would prefer the miyapur branch to go,quality,Positive
3736,good,other,Positive
3737,the quantity was great but the mutton pieces were just 4 numbers out of which 3 were bones as well,quality,Positive
3738,only average impression to offer,other,Neutral
3739,hope the will keep the standard better,other,Negative
3740,never disappoints me,other,Positive
3741,always up to my expectations,other,Positive
3742,great choices and i love the extra bits like the oreo s m m s etc to choose as toppings,quality,Positive
3743,great choices and i love the extra bits like the oreo s m m s etc to choose as toppings,other,Positive
3744,this place would have got more if the staff and the service improved their behavior have been this place to several times just because of the taste of the food and with the hope that staff behavior would improve but always i come back dissapointed food 4 5 main course at this place is very good,quality,Positive
3745,this place would have got more if the staff and the service improved their behavior have been this place to several times just because of the taste of the food and with the hope that staff behavior would improve but always i come back dissapointed food 4 5 main course at this place is very good,service,Negative
3746,biryani is not out of this world but tastes good,quality,Positive
